4563310048708808|11|2029|000
4563310048038032|11|2029|000
4563310048051068|11|2029|000
4563310048874428|11|2029|000
4563310048700854|11|2029|000
4563310048833754|11|2029|000
4563310048220085|11|2029|000
4563310048416006|11|2029|000
4563310048053114|11|2029|000
4563310048116473|11|2029|000
4563310048307072|11|2029|000
4563310048855765|11|2029|000
4563310048076560|11|2029|000
4563310048537553|11|2029|000
4563310048250363|11|2029|000
4563310048612638|11|2029|000
4563310048671147|11|2029|000
4563310048607653|11|2029|000
4563310048608248|11|2029|000
4563310048856763|11|2029|000
4563310048133882|11|2029|000
4563310048802361|11|2029|000
4563310048565273|11|2029|000
4563310048406510|11|2029|000
4563310048223063|11|2029|000
4563310048145803|11|2029|000
4563310048532232|11|2029|000
4563310048187235|11|2029|000
4563310048237204|11|2029|000
4563310048152478|11|2029|000
4563310048543163|11|2029|000
4563310048805786|11|2029|000
4563310048843217|11|2029|000
4563310048287316|11|2029|000
4563310048661338|11|2029|000
4563310048257327|11|2029|000
4563310048263812|11|2029|000
4563310048141216|11|2029|000
4563310048077220|11|2029|000
4563310048442044|11|2029|000
4563310048778587|11|2029|000
4563310048756641|11|2029|000
4563310048436400|11|2029|000
4563310048441731|11|2029|000
4563310048265544|11|2029|000
4563310048276731|11|2029|000
4563310048875235|11|2029|000
4563310048004505|11|2029|000
4563310048548147|11|2029|000
4563310048787216|11|2029|000
4563310048064780|11|2029|000
4563310048222636|11|2029|000
4563310048068344|11|2029|000
4563310048125516|11|2029|000
4563310048202422|11|2029|000
4563310048861052|11|2029|000
4563310048502813|11|2029|000
4563310048703254|11|2029|000
4563310048781235|11|2029|000
4563310048522035|11|2029|000
4563310048808558|11|2029|000
4563310048735256|11|2029|000
4563310048473221|11|2029|000
4563310048505352|11|2029|000
4563310048710341|11|2029|000
4563310048682367|11|2029|000
4563310048267763|11|2029|000
4563310048307510|11|2029|000
4563310048205052|11|2029|000
4563310048343465|11|2029|000
4563310048186278|11|2029|000
4563310048274462|11|2029|000
4563310048314326|11|2029|000
4563310048010015|11|2029|000
4563310048173334|11|2029|000
4563310048654044|11|2029|000
4563310048051274|11|2029|000
4563310048657336|11|2029|000
4563310048017101|11|2029|000
4563310048817856|11|2029|000
4563310048625614|11|2029|000
4563310048301026|11|2029|000
4563310048320240|11|2029|000
4563310048081776|11|2029|000
4563310048465615|11|2029|000
4563310048484756|11|2029|000
4563310048044014|11|2029|000
4563310048064343|11|2029|000
4563310048348753|11|2029|000
4563310048536514|11|2029|000
4563310048257871|11|2029|000
4563310048037653|11|2029|000
4563310048838811|11|2029|000
4563310048638351|11|2029|000
4563310048851731|11|2029|000
4563310048110567|11|2029|000
4563310048348027|11|2029|000
4563310048002160|11|2029|000
4563310048305845|11|2029|000
4563310048315620|11|2029|000
